ds,y
2021-02-01,198.1455535888672
2021-03-01,276.0058898925781
2021-04-01,290.3834533691406
2021-05-01,295.9200134277344
2021-06-01,226.69529724121094
2021-07-01,364.472412109375
2021-08-01,352.585693359375
2021-09-01,206.93649291992188
2021-10-01,240.12855529785156
2021-11-01,273.798095703125
2021-12-01,230.35508728027344
2022-01-01,263.15509033203125
2022-02-01,228.68551635742188
2022-03-01,258.8688659667969
2022-04-01,224.6679229736328
2022-05-01,174.95938110351562
2022-06-01,258.34368896484375
2022-07-01,230.8204345703125
2022-08-01,266.91455078125
2022-09-01,277.93499755859375
2022-10-01,182.0560760498047
2022-11-01,325.06890869140625
2022-12-01,245.57908630371094
2023-01-01,231.23985290527344
2023-02-01,189.64755249023438
2023-03-01,254.57177734375
2023-04-01,263.17010498046875
2023-05-01,298.7716064453125
2023-06-01,215.75827026367188
2023-07-01,288.3116760253906
2023-08-01,252.78448486328125
2023-09-01,258.6611328125
2023-10-01,315.0081787109375
2023-11-01,408.9286193847656
2023-12-01,226.17843627929688
2024-01-01,353.4654846191406
2024-02-01,272.28985595703125
2024-03-01,218.60556030273438
2024-04-01,309.7312316894531
2024-05-01,332.47796630859375
2024-06-01,258.7269287109375
2024-07-01,298.5654296875
2024-08-01,312.814453125
2024-09-01,353.07672119140625
2024-10-01,350.498046875
2024-11-01,388.3606872558594
2024-12-01,286.8941345214844
2025-01-01,289.21429443359375
2025-02-01,356.2983703613281
2025-03-01,350.9800720214844
2025-04-01,268.3763122558594
